ID;Année;Mois ;Date ;Pays;CATPROD;Produit;CATFRAU;OBJETFRAU;LINKSOURCE;;;;;;;;;;;;;;;;;;
GFF88297;2021;mai;04/05/2021;Spain, Portugal, Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;bivalve;Documents,Mislabelling;"Some Member States’ authorities, supported by Europol and Eurojust, arrested eight people
belonging to a criminal organisation trading bivalves unfit for human consumption. The
authorities investigated seven commercial companies and also seized 1.5 tons of mostly
Japanese clams.
The criminals falsified the origin of the bivalves (mostly Japanese clams) contaminated by
high level of toxins and pathogens. Taxes were evaded as well.";https://www.guardiacivil.es/es/prensa/noticias/7833.html;;;;;;;;;;;;;;;;;;
GFF88298;2021;mai;05/05/2021;Italy;Fats and oils;olive oil;Mislabelling;"According to some analyses performed by an Italian journal, almost 50% (7 out of 15) of
tested extra-virgin olive oil bottles contains in reality olive oil of lower quality.";https://ilsalvagente.it/2021/04/30/119792/;;;;;;;;;;;;;;;;;;
GFF88299;2021;mai;06/05/2021;Italy;Meat and meat products (other than poultry;meat products ;Documents;"The Italian authorities seized 8.6 tons of meat products (total value of 200 000 euros) lacking
any traceability documentation.
";https://www.salute.gov.it/portale/news/p3_2_1_2_1.jsp?lingua=italiano&menu=notizie&p=nas&id=2219;;;;;;;;;;;;;;;;;;
GFF88300;2021;mai;07/05/2021;Spain/ Italy;Dietetic foods, food supplements, fortified foods;food supplements;Counterfeit,Unapproved treatment and/or process;"The Spanish and Italian authorities, in collaboration with Europol, dismantled a criminal
organisation counterfeiting medicines and selling them as food supplements. The authorities
seized 10 000 tabs, for a total value of 65 000 euros, containing the active substance
“Sildenafil” (the active pharmaceutical ingredient of Viagra®) and imported from China.";https://ilfattoalimentare.it/nas-sequestro-integratori-spagna.html;;;;;;;;;;;;;;;;;;
GFF88301;2021;mai;08/05/2021;Cambodia;Alcoholic beverages;rice wine;Unapproved treatment and/or process;"The Cambodian authorities confirmed the death of eleven people, following a funeral
ceremony, after drinking rice wine adulterated with methanol. A court has charged 13 people
(two producers and eleven vendors).In a second case, other twelve people have died as well because of methanol contamination";https://www.khmertimeskh.com/50859133/11-dead-from-drinking-adulterated-rice-wine-at-funeral/;;;;;;;;;;;;;;;;;;
GFF88302;2021;mai;09/05/2021;Colombia;Fish and fish products;snook fillets;"Mislabelling, Replacement, dilution, addition, removal
";"A scientific article found that 98% of tested common snook fillets from supermarkets were
replaced with other species, such as the Pacific bearded brotula, the Nile perch and the acoupa
weakfish. The authors conclude that there is a high rate of fraudulent labelling in the
marketing of common snook in the city of Santa Maria";https://www.sciencedirect.com/science/article/pii/S2405844021011981?dgcid=rss_sd_all;;;;;;;;;;;;;;;;;;
GFF88303;2021;mai;10/05/2021;Spain;Meat and meat products (other than poultry;meat products;IPR – Intellectual property rights;"Within the context of Operation SLICE, the Spanish authorities seized more than 63 000
containers with meat products (total value of 1.19 million euros). The food was mislabelled as
regards the origin or the Geographical Indication (GI) claimed on the label.";https://www.foodsafetynews.com/2021/05/spanish-investigators-clamp-down-on-meat-shellfish-fraud-operations/#disqus_thread;;;;;;;;;;;;;;;;;;
GFF88304;2021;avr;01/04/2021;Pakistan;Cocoa and cocoa preparations, coffee and tea;tea;Unapproved treatment and/or process;"The Pakistan authorities seized 750 kg of fake tea leaves produced by mixing used tea leaves,
soda and non-food grade colours. Hygiene conditions were not respected as well. In another operation, 1 ton of substandard tea leaves were confiscated because prepared with
non-food grade colours.";https://www.thenews.com.pk/print/816028-750kg-of-adulterated-tea-seized;;;;;;;;;;;;;;;;;;
GFF88305;2021;avr;02/04/2021;Ukraine;Milk and milk products;milk;Mislabelling, Unapproved treatment and/or process;"According to the Ukraine State Service of Food Safety and Consumer Protection, in JanuaryMarch 2021 milk and dairy (especially butter) were the products most subject to food fraud,
usually with the presence of non-dairy fats. Mislabelling was the second most common fraud";https://open4business.com.ua/ukrainian-dairy-products-especially-butter-most-often-counterfeited/;;;;;;;;;;;;;;;;;;
GFF88306;2021;avr;03/04/2021;Bulgaria, Romania, Serbia and Ukraine;Fish and fish products;sturgeons;Documents;"A recent WWF Report highlights that 30% of sturgeons in the lower Danube Region are offered
for sale illegally.";https://wwfint.awsassets.panda.org/downloads/market_survey_final.pdf;;;;;;;;;;;;;;;;;;
GFF88307;2021;avr;04/04/2021;Dominican Republic;Alcoholic beverages;alcoholic beverages;IPR – Intellectual property,rights,Replacement, dilution,addition,removal,Unapproved treatmentand/or process;"More than 25 people have died, and other 80 have been affected, after drinking alcoholic
beverages illegally produced with methanol and refilled into empty bottles of famous brands";https://foodsafetytech.com/column/an-unwelcome-message-in-a-bottle/;;;;;;;;;;;;;;;;;;
GFF88308;2021;avr;05/04/2021;Pakistan;Herbs and spices;spices;Replacement, dilution,addition,removal,Unapproved treatmentand/or process;"The Pakistan authorities seized 800 kg of spices adulterated with bran and other unhealthy
ingredients";https://www.urdupoint.com/en/pakistan/kp-food-authority-intensifies-action-against-1233176.html;;;;;;;;;;;;;;;;;;
GFF88309;2021;avr;06/04/2021;Italy;Soups, broths, sauces and condiments;tomato sauce;Mislabelling;"The Italian authorities seized 4 477 tons of tomato sauce (total value of 3 million euros)
mislabelled as “Made in Italy”, but in reality produced with tomatoes from non-EU countries.";https://www.greatitalianfoodtrade.it/consum-attori/conserve-di-pomodoro-petti-frode-in-commercio-maxi-sequestro-dei-rac;;;;;;;;;;;;;;;;;;
GFF88310;2021;avr;07/04/2021;Italy;Wine;wine;Documents,IPR – Intellectual property rights,Mislabelling;"The Italian authorities seized a variety of products illegally sold by the same farm:
- 200 kg of fruits and vegetables mislabelled as ”own production”
- 4 750 litres of common wine mislabelled as “Merlot” or “Cabernet”, or counterfeited
as the Geographical Indications “Vermentino” and “Ansonica”
- 11 000 litres of wine lacking any documentation (as e.g. traceability or origin)";https://www.ilgiunco.net/2021/04/29/macellazione-clandestina-e-falsa-produzione-propria-sui-prodotti-imprenditore-denunciato-per-frode/;;;;;;;;;;;;;;;;;;
GFF88311;2021;mars;01/03/2021;UK;Fish and fish products;fish;Mislabelling,Replacement, dilution,addition,removal;"In 2020, the UK’s Food Standards Agency (FSA) has discovered 37 cases where consumers of
takeaways services paid high prices for cheap meat and fish, but mislabelled as premium
products.";https://www.dailystar.co.uk/news/latest-news/takeaways-duping-customers-wrong-meat-23619835;;;;;;;;;;;;;;;;;;
GFF88312;2021;mars;02/03/2021;Mexico;Fish and fish products;fish;Mislabelling,Replacement, dilution,addition,removal;"According to the NGO Oceana, 44% of fish sold by fishmongers and restaurants is replaced
with another species. Notably, the percentages are quite dramatic for specific species: 100%
of merlin is replaced with mako shark (endangered species); 88% of red snapper; and 53% of
curvina is mislabelled. Tilapia (produced in Mexico by aquaculture) is often used for
substitution purposes";https://vanguardia.com.mx/articulo/pescaderias-y-restaurantes-sustituyen-pescados-los-cambian-por-otros-mas-baratos;;;;;;;;;;;;;;;;;;
GFF88313;2021;mars;03/03/2021;World;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Mislabelling,Replacement, dilution,addition,removal;"A popular online journal analysed 44 recent studies, for a totality of 9 000 seafood samples in
more than 30 countries, finding that 36% were mislabelled and replaced with another species";https://www.theguardian.com/environment/2021/mar/15/revealed-seafood-happening-on-a-vast-global-scale;;;;;;;;;;;;;;;;;;
GFF88314;2021;mars;04/03/2021;Brazil;Fish and fish products;fish;Documents;"The Brazilian authorities arrested a truck driver smuggling 7 tons of undeclared fish in
order to avoid taxes";https://www.correiodopovo.com.br/not%C3%ADcias/pol%C3%ADcia/opera%C3%A7%C3%A3o-conjunta-flagra-transporte-de-mais-sete-toneladas-de-pescado-com-nota-fraudada-1.587260;;;;;;;;;;;;;;;;;;
GFF88315;2021;mars;05/03/2021;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Documents;Within the context of the operation “Nuova Nata”, the Italian authorities seized 7 tons of seafood products with no traceability documentation. The products were supposed to enter the market illegally.;https://www.reggiotv.it/notizie/cronaca/71428/operazione-nuova-nata-7000-kg-pesce-sequestrato-sanzioni-200-mila-euro-foto-video;;;;;;;;;;;;;;;;;;
GFF88316;2021;mars;06/03/2021;Canada;Fish and fish products;fish;Mislabelling,Replacement, dilution,addition,removal;The Canadian Food Inspection Agency (CFIA), as part of the enhanced fish species substitution surveillance (2019 to 2020), reported that only 8% of fish samples were mislabelled in the Canadian marketplace. Inspections focused on nice species: butterfish, cod, halibut, kingfish, sea bass, snapper (red and other), sole, tuna and yellowtail.;https://www.canada.ca/en/food-inspection-agency/news/2021/03/government-of-canada-takes-action-on-fish-fraud.html;;;;;;;;;;;;;;;;;;
GFF88317;2021;mars;07/03/2021;Italy;Fish and fish products;fish;Documents;The Italian Coast Guard seized 560 kg of whitebait fished illegally. It is forbidden to fish such seafood products as a highly damaging practice for the marine ecosystems,The Italian authorities seized other 600 kg of fish lacking any traceability documentation.;https://www.corriereditaranto.it/2021/03/29/guardia-costiera-raffica-di-controlli-e-multe/;;;;;;;;;;;;;;;;;;
GFF88318;2021;févr;01/02/2021;China;Fruits and vegetables;cherries;Intellectual property rights infringement;"Hong Kong customs officers seized almost 400 kg of cherries (total value of 8500
euros) counterfeited with the logo of a famous Tasmanian brand";https://www.securingindustry.com/food-and-beverage/counterfeit-tasmanian-cherries-seized-in-hong-kong/s104/a12947/#.YCEVaed7nSr;;;;;;;;;;;;;;;;;;
GFF88319;2021;févr;02/02/2021;Taiwan;Fish and fish products;fish;Replacement, dilution,addition,removal,Mislabelling;"According to a scientific paper, about 20% of fish products sold in Taiwan are
mislabelled. Most affected species include: snapper, cod and surimi. Such
substitutions may constitute a health risk for consumers as well.";https://www.foodnavigator-asia.com/Article/2021/02/09/Fish-fraud-findings-Almost-20-of-fish-in-Taiwan-found-to-be-mislabelled-study;;;;;;;;;;;;;;;;;;
GFF88320;2021;févr;03/02/2021;Pakistan;Milk and milk products;milk;Replacement, dilution,addition,removal,Unapproved treatment and/or process;The Punjab Food Authority (PFA) discarded 4 000 litres of milk adulterated with water and detergents;https://www.urdupoint.com/en/pakistan/pfa-disposes-off-4000-liters-adulterated-milk-1165396.html;;;;;;;;;;;;;;;;;;
GFF88321;2021;févr;04/02/2021;World;Milk and milk products;Mozzarella;IPR – Intellectual property rights;"The “Mozzarella di Bufala Campana PDO” Consortium discovered hundreds of fake
advertisements online related to their GI product, especially in the context of web
marketplaces and e-commerce. According to the Consortium, one third of online
advertisements are illegal, mostly in Italy but also in China and USA";https://agenparl.eu/covid-in-aumento-le-fake-mozzarelle-di-bufala-sul-web/;;;;;;;;;;;;;;;;;;
GFF88322;2021;févr;05/02/2021;Italy;Food;chips, snacks, dried,mushrooms;Documents;"The Finance Guard of Venice seized 1 300 food products (e.g. chips, snacks, dried
mushrooms, products typical of the Asian cuisine) lacking the required traceability
documentation";https://www.ilgazzettino.it/nordest/venezia/sequestro_oggi_prodotti_non_sicuri_negozi_stranieri_mestre_marcon-5762232.html;;;;;;;;;;;;;;;;;;
GFF88323;2021;févr;06/02/2021;India;Alcoholic beverages;liquor;Unapproved treatment and/or process;"In India, only in January, thirty people have died after drinking liquors adulterated with
toxic substances. ";https://www.thedailystar.net/opinion/blowin-the-wind/news/toxic-spirit-and-sensationalism-2043861;;;;;;;;;;;;;;;;;;
GFF88324;2021;févr;07/02/2021;Pakistan;Cocoa and cocoa preparations, coffee and tea;tea;Counterfeit;"The Pakistan authorities seized 3 300 bags of fake tea manufactured from injurious
chemicals";https://www.urdupoint.com/en/pakistan/fake-tea-manufacturing-factory-sealed-manage-1169010.html;;;;;;;;;;;;;;;;;;
GFF88325;2021;févr;08/02/2021;Italy;Fish and fish products;sardines;IPR – Intellectual property rights;The Italian Carabinieri seized 800 kg (1000 jars) of anchovies and sardines in oil. The criminals labelled the products with fake labels imitating another known brand.;https://www.giornalelora.it/frode-in-commercio-a-sciacca-i-carabinieri-denunciano-un-cittadino-saccense-e-sequestrano-8-quintali-di-prodotti-ittici-conservieri/;;;;;;;;;;;;;;;;;;
GFF88326;2021;févr;09/02/2021;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood ;Documents;The Coast Guard seized 1 160 kg of seafood products lacking the required traceability documentation. In another operation, the Italian authorities seized 800 sea urchins fished illegally;https://www.messinatoday.it/cronaca/sequestro-pesce-pesca-vietata-capitaneria-di-porto-tremestieri-rada-san-francesco.html;;;;;;;;;;;;;;;;;;
GFF88327;2021;févr;10/02/2021;Italy;Food;pig meat,cheese,eggs;Documents, IPR – Intellectual property rights;"The Italian authorities seized 5 tons of pig meat and 1 ton of cheese labelled as
Geographical Indications, but in reality lacking any traceability documentation. The
agents seized as well 37 400 eggs with no traceability information.";http://www.strettoweb.com/2021/02/operazione-mansueto-controlli-settore-agroalimentare-sequestrate-uova-tonnellate-alimenti/1133724/;;;;;;;;;;;;;;;;;;
GFF88328;2021;févr;11/02/2021;USA;Fish and fish products;catfish;Documents;"Four persons have been arrested in USA, as they have been illegally smuggling catfish
from Myanmar and Bangladesh for almost two years.";https://www.seafoodsource.com/news/food-safety-health/four-charged-with-importing-banned-catfish-into-the-us;;;;;;;;;;;;;;;;;;
GFF88329;2021;févr;12/02/2021;Peru;Fish and fish products;fish;Mislabelling,Replacement,dilution,addition,removal;"According to a report from OceanaPeru and ProDelphinus, 67% of fish traded in Peru
is mislabelled and fraudulently substituted with other less expensive species.
Restaurants are especially affected by such fraud, as stated by the DNA analysis";https://larepublica.pe/economia/2021/02/23/en-el-peru-7-de-cada-10-pescados-se-venden-con-otro-nombre/;;;;;;;;;;;;;;;;;;
GFF88330;2021;févr;13/02/2021;Jordan;Fats and oils;olive oil;Unapproved treatment and/or process;"During the 2020/2021 olive oil season, the Jordan Food and Drug Administration
(JFDA) seized 1 120 containers (equal to 17 900 litres) of adulterated olive oil.";http://www.jordantimes.com/news/local/17897-litres-adulterated-olive-oil-destroyed-%E2%80%94%C2%A0jfda;;;;;;;;;;;;;;;;;;
GFF88331;2021;janv;01/01/2021;Malaysia;Meat and meat products (other than poultry;meat;,PR – Intellectual  property rights,Mislabelling,Replacement, dilution,addition,removal;"A local Malaysian journal discovered a huge fraud case involving fake “halal”
certifications. For more than 40 years, the criminal cartel have bribed customs
officials to smuggle cheap and non-halal meat mislabelled as “halal”, thus increasing
its value for the Muslim consumers. The agents seized 1 500 tons of frozen meat
(including kangaroo and horse), together with fake labels and rubber stamps. The
cartel also utilised the logo of a company famous for its highly-demanded products.";https://www.nst.com.my/news/nation/2020/12/651038/meat-cartel-bribing-government-officers;;;;;;;;;;;;;;;;;;
GFF88332;2021;janv;02/01/2021;Spain;Fruits and vegetables;grapes;Mislabelling;"The Spanish Civil Guard seized 15 tons of grapes mislabelled as organic (total value
of 24 000 euros). The products should be shipped to companies in Spain and France";https://www.theolivepress.es/spain-news/2021/01/11/sour-grapes-as-fruit-fraudsters-pull-organic-con-on-spains-costa-blanca/;;;;;;;;;;;;;;;;;;
GFF88333;2021;janv;03/01/2021;India;Confectionery;lollipops;Unapproved treatment and/or process;The Indian authorities seized almost 10 tons of lollipops and candies (for children) adulterated with talcum powder.;https://www.india.com/viral/over-9000-kg-of-lollipop-candies-adulterated-with-talcum-powder-seized-case-filed-under-food-safety-act-4328886/;;;;;;;;;;;;;;;;;;
GFF88334;2021;janv;04/01/2021;Bulgaria;Fruits and vegetables;potatoes;Mislabelling;"According to the Bulgarian National Potato Growers Association, French and German potatoes are imported in their country and mislabelled as “Origin: Bulgarian”. The
average price for imported potatoes (4-6 cents/kg) is usually half of the Bulgarian ones (11 cents/kg)";https://www.novinite.com/articles/207603/Big+%E2%80%9CPotato+Fraud%E2%80%9D+Exposed+in+Bulgaria;;;;;;;;;;;;;;;;;;
GFF88335;2021;janv;05/01/2021;Italy;Fruits and vegetables;cheese;Documents;"The Italian authorities seized almost 2 tons of cheese and more than 100 kg of dried
tomatoes lacking the required documentation or label. Hygienic standards were also
not respected";https://www.castedduonline.it/muffe-residui-non-rimossi-e-mancata-tracciabilita-dei-prodotti-i-nas-sequestrano-formaggi-per-30mila-euro-nel-cagliaritano/;;;;;;;;;;;;;;;;;;
GFF88336;2021;janv;06/01/2021;Italy;Non-alcoholic beverages;apple juice;Mislabelling, Unapproved treatment and/or process;"Two Italian companies have been caught selling low-quality apple juice mislabelled as
“organic” and containing expired fruits (with high levels of mycotoxins) and
unauthorised substances (e.g. sugar, plant protection products). Within the operation
“Bad Juice” the authorities seized 1 411 tons of products, for a total value of 5 million
euros.";https://www.ildolomiti.it/economia-e-lavoro/2021/succo-concentrato-di-mela-con-acqua-e-zucchero-falsamente-venduto-per-biologico-due-aziende-trentine-nei-guai-sequestrati-beni-per-3-milioni-di-euro;;;;;;;;;;;;;;;;;;
GFF88337;2021;janv;07/01/2021;Spain;Milk and milk products;mozzarella;IPR – Intellectual property rights;"The Spanish authorities denounced a dairy company producing mozzarella from
buffalo’s and cow’s milk, but mislabelled as “100% buffalo mozzarella”, which is a GI
product.";https://www.efanews.eu/item/16335-the-fake-of-catalan-buffalo-mozzarella-has-been-recognized.html;;;;;;;;;;;;;;;;;;
GFF88338;2021;janv;08/01/2021;Jordan;Milk and milk products;cheese;Mislabelling;The Jordan Food and Drug Administration (JFDA) seized 27 tons of powdered milk and cheese, with falsified nutrition labels, all over the country. The products were apparently not suitable for human consumption as well.;https://petra.gov.jo/Include/InnerPage.jsp?ID=31803&lang=en&name=en_news;;;;;;;;;;;;;;;;;;
GFF88339;2021;janv;09/01/2021;India;Herbs and spices;turmeric and chilli powder;Counterfeit, IPR – Intellectual property rights;The Indian police uncovered an organisation producing fake turmeric and chilli powder starting from chemicals and waste materials (e.g. wood dust and rice powder). Products were misbranded with the logo of a popular company before entering the market;https://timesofindia.indiatimes.com/city/bhubaneswar/three-detained-for-adulterated-spice-business-in-ganjam/articleshow/80402775.cms;;;;;;;;;;;;;;;;;;
GFF88340;2021;janv;10/01/2021;Spain;Meat and meat products (other than poultry;meat;Mislabelling;"The Spanish Civil Guard seized 122 tons of meat (poultry, beef, pork, rabbit) unfit for
human consumption, and mislabelled in terms of freshness (e.g. expiry date), origin
and organic labels. The authorities are currently investigating ten companies.";https://www.euroweeklynews.com/2021/01/24/tons-of-meat-confiscated-in-malaga/;;;;;;;;;;;;;;;;;;
GFF88341;2021;janv;11/01/2021;Spain;Alcoholic beverages;rum;Counterfeit;As part of the “Operation Hitsmo”, the Spanish authorities seized 225 000 bottles of counterfeit rum (total value of 3.5 million euros) together with the European AntiFraud Office (OLAF). The criminals produced fake labels from three famous brands of rum in Spain.;https://www.foodsafetynews.com/2021/01/spain-seizes-meat-and-rum-in-two-crackdowns/;;;;;;;;;;;;;;;;;;
GFF88342;2021;janv;12/01/2021;Colombia;Milk and milk products;milk;Replacement, dilution, addition, removal;According to a collective action, in Colombia many companies replace part of their milk with whey, a liquid by-product resulting from the production of cheese. ;https://caracol.com.co/programa/2021/01/27/hoy_por_hoy/1611766618_997562.html;;;;;;;;;;;;;;;;;;
GFF88343;2021;janv;13/01/2021;Italy;Fish and fish products;fish;Documents;The Italian authorities seized 2 tons of fish missing the required traceability documentation;https://palermo.gds.it/articoli/cronaca/2021/01/28/sequestrate-a-palermo-due-tonnellate-di-pesce-non-a-norma-d31a9590-c166-4738-9930-ddc7671ba949/;;;;;;;;;;;;;;;;;;
GFF88344;2021;janv;14/01/2021;Italy;Meat and meat products (other than poultry;meat;Documents;"The Italian authorities seized 6.5 tons of processed meat products, which were sold by
a supermarket without respecting the traceability legislation.";https://www.latinatoday.it/cronaca/aprilia-controlli-supermercato-carabinieri-forestali-multe.html;;;;;;;;;;;;;;;;;;
GFF88345;2020;déc;01/12/2020;Italy;Soups, broths, sauces and condiments;vinegar,wine;Intellectual property rights infringement,Mislabelling,Missing documents, Unapproved treatment and/or process;The Italian authorities discovered an illegal plant producing adulterated wine and vinegar, and counterfeiting Geographical Indications. The agents seized 25 tons of sugar, 30 000 litres of sugar already dissolved in water, and almost 4 million litres of counterfeited wine. The organisation was managed by a criminal already known to the public authorities.;https://palermo.repubblica.it/cronaca/2020/12/01/news/partinico_vini-276532032/?rss;;;;;;;;;;;;;;;;;;
GFF88346;2020;déc;02/12/2020;India;Honey and royal jelly;honey;Replacement, dilution, addition,removal in product, Unapproved treatment and/or process;"According to the New Delhi-based Centre for Science and Environment (CSE), 10 out
of 13 (77%) Indian brands sell honey adulterated with synthetic sugar syrups (corn,
beetroot, rice, sugarcane) imported from China. The discovery followed a series of
tests using Nuclear Magnetic Resonance (NMR) performed in Germany, as Indian
laboratories were unable to detect the fraud.";https://www.cseindia.org/food-fraud-10493;;;;;;;;;;;;;;;;;;
GFF88347;2020;déc;03/12/2020;Cambodia;Alcoholic beverages;rice wine;Unapproved treatment and/or process;"The Cambodian authorities have closed 347 shops and 36 producers selling or
counterfeiting rice wine with methanol, extremely dangerous for human health.
Recently, 131 people became sick and 15 people died after drinking rice wine
adulterated with a percentage of methanol ranging from 10% to 17%.";https://www.phnompenhpost.com/national/nearly-350-rice-wine-shops-ordered-closed;;;;;;;;;;;;;;;;;;
GFF88348;2020;déc;04/12/2020;Pakistan;Milk and milk products;milk;Unapproved treatment and/or process;"The Punjab Food Authority seized almost 3 000 litres of milk adulterated with urea
fertilizers and other chemicals.";https://www.urdupoint.com/en/pakistan/food-authority-dumps-2920-litre-adulterated-1105311.html;;;;;;;;;;;;;;;;;;
GFF88349;2020;déc;05/12/2020;Pakistan;Herbs and spices;spices;Replacement, dilution, addition,removal in product, Unapproved treatment and/or process;"The Punjab Food Authority (PFA) sealed a plant adulterating spices with harmful
ingredients and chemicals in red chilli powder. Minimal hygienic conditions were not
respected as well, thus threatening the consumers’ health. The team destroyed more
than 1 600 kg of fungus-infested chilli, 450 kg of sawdust, 400 kg of red chili
powder, and 10 kg of colorants.";https://www.thenews.com.pk/print/755172-spice-making-unit-sealed-for-adulteration;;;;;;;;;;;;;;;;;;
GFF88350;2020;déc;06/12/2020;Pakistan;Honey and royal jelly;honey;Replacement, dilution, addition,removal in product, Unapproved treatment and/or process;The Punjab Food Authority (PFA) closed three plants adulterating honey with sugars, glucose and harmful colorants. PFA also discarded 1 130 kg of fake honey, 1 500 kg of syrup and 450 kg of glucose.;https://www.urdupoint.com/en/pakistan/pfa-seals-3-honey-blending-factories-1106808.html;;;;;;;;;;;;;;;;;;
GFF88351;2020;déc;07/12/2020;Italy;Wine;wine;Intellectual property rights infringement,Mislabelling,Unapproved treatment and/or process;"According to the Italian authorities, a criminal organisation sold 54 000 bottles of
counterfeited wines (including bearing a Geographical Indication) between 2016 and
2018, for a final profit of one million euros. Fraudsters also added aromas, syrups
and colorants not allowed for oenological use";https://www.ilmessaggero.it/italia/natale_brindisi_delle_feste_vini_falsi_attenzione_alle_truffe-5638939.html;;;;;;;;;;;;;;;;;;
GFF88352;2020;déc;08/12/2020;Philippines;Honey and royal jelly;honey;Replacement, dilution, addition, removal, Mislabelling;"According to some researchers from the Department of Science and Technology –
Philippine Nuclear Research Institute (DOST – PNRI), more than 80% of honey sold in
groceries, souvenir shops and online platforms is severely adulterated (up to 95%)
with C4 sugar syrups from sugar cane and corn. The researchers used the stable
carbon isotope ratio analysis technique to perform their studies";https://www.gmanetwork.com/news/scitech/science/767791/dost-study-finds-80-of-honey-products-sold-in-markets-are-made-of-sugar-syrup/story/;;;;;;;;;;;;;;;;;;
GFF88353;2020;déc;09/12/2020;Mexico;Fish and fish products;sharks ,rays;Replacement, dilution,addition, removal in product;"According to the NGO Oceana México, around one third of cod products actually
contain other species of lower cost. In 66% of these cases cod is replaced with
endangered species such as sharks or rays";http://www.zocalo.com.mx/new_site/articulo/ong-detecta-fraude-en-venta-de-bacalao-lo-sustituyen-con-otras-especies/;;;;;;;;;;;;;;;;;;
GFF88354;2020;déc;10/12/2020;Italy;Fruits and vegetables;pomegranates;Mislabelling;"The Italian authorities seized 22 tons of Tunisians pomegranates, mislabelled as
produced in Italy.";https://www.ilfattonisseno.it/2020/12/sicilia-melagrane-tunisine-ben-contraffatte-avevano-logo-e-scritte-in-italiano/;;;;;;;;;;;;;;;;;;
GFF88355;2020;déc;11/12/2020;Spain;Fish and fish products;fish;Mislabelling, Missing documents;"The Spanish authorities seized and destroyed more than 400 kg of expired fish, but
mislabelled as fresh or lacking any traceability documentation. During Christmas there
is usually a greater demand for fish and seafood.";https://www.ideal.es/granada/intervienen-kilos-pescado-caducado-mercagranada-20201215135441-nt.html;;;;;;;;;;;;;;;;;;
GFF88356;2020;déc;12/12/2020;Spain;Alcoholic beverages;whiskey, liquor.;Intellectual property rights infringemen;"Within the context of the “Operation Fuco”, the Spanish authorities uncovered a criminal organisation selling fake whiskey under the name of a famous brand. The
fraud may be potentially worth more than 800 000 euros. Fourteen people were either arrested or investigated.";https://www.foodsafetynews.com/2020/12/spain-uncovers-alleged-whiskey-fraud/;;;;;;;;;;;;;;;;;;
GFF88357;2020;déc;13/12/2020;India;Herbs and spices;spices;Forgery, Intellectual property rights infringement;"The Indian authorities discovered a manufacturing plant producing fake spices
(packaged with labels from local brands) by using donkey dung, hay (bhusa), synthetic
colours and acid. The policemen seized 300 kg of counterfeited spices (coriander
powder, red chilli powder, turmeric and spice mix).";https://sambadenglish.com/fake-spice-factory-using-acid-donkey-dung-unearthed/;;;;;;;;;;;;;;;;;;
GFF88358;2020;déc;14/12/2020;Italy;Fats and oils;oil;Intellectual property rights infringement, Missing documents;The Italian authorities seized 1 400 litres of champagne and oil missing the necessary  traceability documentation.;https://fning52ecl5m7ia7fu7tmvibzy--ilfattoalimentare-it.translate.goog/sequestro-champagne-olio-guardia-finanza.html;;;;;;;;;;;;;;;;;;
GFF88359;2020;déc;15/12/2020;Spain;Nuts, nut products and seeds;pistachios ;Mislabelling;A joint operation involving Europol, the Spanish Civil Guard and the French Gendarmerie uncovered a criminal organisation selling conventional pistachios as organic. The total profit is estimated to be 6 million euros.;https://www.europol.europa.eu/newsroom/news/%E2%82%AC6-million-in-illegal-profit-of-fraudulent-organic-pistachio-sales;;;;;;;;;;;;;;;;;;
GFF88360;2020;déc;16/12/2020;Italy;Fish and fish products;fish;Missing documents;"The Italian authorities seized 5 400 kg of fish lacking the required traceability
documentation.
";https://www.lasicilia.it/news/palermo/379510/pesce-surgelato-privo-di-tracciabilita-sequestrato-a-villabate.html;;;;;;;;;;;;;;;;;;
GFF88361;2020;déc;17/12/2020;Cambodia;Alcoholic beverages;rice wine;Unapproved treatment and/or process;The Cambodian authorities destroyed 20 000 litres of adulterated rice wine with an official ceremony.;https://akp.gov.kh/post/detail/223772;;;;;;;;;;;;;;;;;;
GFF88362;2020;déc;18/12/2020;India;Other food products/ mixed;ghee;Forgery, Intellectual property rights infringement;The Indian police discovered a plant producing fake ghee with animal fat, horns, hooves and bones. The ghee taste and smell were given in the end through aromas, In another operation, Indian authorities closed a factory adulterating ghee with labels from known reputed brands.;https://www.opindia.com/2020/12/agra-animal-ghee-factory-uttar-pradesh-police-arrest-4/;;;;;;;;;;;;;;;;;;
GFF88363;2020;déc;19/12/2020;Italy;Bivalve molluscs and products thereof Cephalopods and products thereof Crustaceans and products thereof Fish and fish products Gastropods Other food products/ mixed;seafood;Missing documents;"At the beginning of December the Italian Coast Guard launched the operation
“Frontiere Tracciabili” all over the national territory. The operation involved 3 000
people, who seized 80 tons of illegal seafood products, for a total value of 600 000
euros.";http://www.meteoweb.eu/2020/12/pesca-controlli-prodotti-importati-estero-maxi-operazione-nazionale-guardia-costiera-foto-video/1524894/;;;;;;;;;;;;;;;;;;
